"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"POINT",,,"101","External Combustion Boilers",,,,,,,"Added 3 Digit SCC"
"POINT",,,"101001","External Combustion Boilers","Electric Generation","Anthracite Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10100101","External Combustion Boilers","Electric Generation","Anthracite Coal","Pulverized Coal",,,,
"POINT",,,"10100102","External Combustion Boilers","Electric Generation","Anthracite Coal","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"101002","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10100201","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Bituminous Coal)",,,,
"POINT",,,"10100202","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Bituminous Coal)",,,,
"POINT",,,"10100203","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Cyclone Furnace (Bituminous Coal)",,,,
"POINT",,,"10100204","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Spreader Stoker (Bituminous Coal)",,,,
"POINT",,,"10100205","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Traveling Grate (Overfeed) Stoker (Bituminous Coal)",,,,
"POINT",,,"10100211","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Wet Bottom (Tangential) (Bituminous Coal)",,,,
"POINT",,,"10100212","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)",,,,
"POINT",,,"10100215","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Cell Burner (Bituminous Coal)",,,,
"POINT",,,"10100217","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)",,,,
"POINT",,,"10100218","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)",,,,
"POINT",,,"10100221","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Subbituminous Coal)",,,,
"POINT",,,"10100222","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Subbituminous Coal)",,,,
"POINT",,,"10100223","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Cyclone Furnace (Subbituminous Coal)",,,,
"POINT",,,"10100224","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Spreader Stoker (Subbituminous Coal)",,,,
"POINT",,,"10100225","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Traveling Grate (Overfeed) Stoker (Subbituminous Coal)",,,,
"POINT",,,"10100226","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)",,,,
"POINT",,,"10100235","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Cell Burner (Subbituminous Coal)",,,,
"POINT",,,"10100237","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Subbitum Coal)","6/6/2003",,,
"POINT",,,"10100238","External Combustion Boilers","Electric Generation","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion - Circulating Bed (Subbitum Coal)",,,,
"POINT",,,"101003","External Combustion Boilers","Electric Generation","Lignite",,,,,"Added 6 Digit SCC"
"POINT",,,"10100300","External Combustion Boilers","Electric Generation","Lignite","Pulverized Coal: Wet Bottom",,,,
"POINT",,,"10100301","External Combustion Boilers","Electric Generation","Lignite","Pulverized Coal: Dry Bottom, Wall Fired",,,,
"POINT",,,"10100302","External Combustion Boilers","Electric Generation","Lignite","Pulverized Coal: Dry Bottom, Tangential Fired",,,,
"POINT",,,"10100303","External Combustion Boilers","Electric Generation","Lignite","Cyclone Furnace",,,,
"POINT",,,"10100304","External Combustion Boilers","Electric Generation","Lignite","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"10100306","External Combustion Boilers","Electric Generation","Lignite","Spreader Stoker",,,,
"POINT",,,"10100316","External Combustion Boilers","Electric Generation","Lignite","Atmospheric Fluidized Bed ** (See 101003-17 & -18)",,,,
"POINT",,,"10100317","External Combustion Boilers","Electric Generation","Lignite","Atmospheric Fluidized Bed Combustion - Bubbling Bed",,,,
"POINT",,,"10100318","External Combustion Boilers","Electric Generation","Lignite","Atmospheric Fluidized Bed Combustion - Circulating Bed",,,,
"POINT",,,"101004","External Combustion Boilers","Electric Generation","Residual Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10100401","External Combustion Boilers","Electric Generation","Residual Oil","Grade 6 Oil: Normal Firing",,,,
"POINT",,,"10100404","External Combustion Boilers","Electric Generation","Residual Oil","Grade 6 Oil: Tangential Firing",,,,
"POINT",,,"10100405","External Combustion Boilers","Electric Generation","Residual Oil","Grade 5 Oil: Normal Firing",,,,
"POINT",,,"10100406","External Combustion Boilers","Electric Generation","Residual Oil","Grade 5 Oil: Tangential Firing",,,,
"POINT",,,"101005","External Combustion Boilers","Electric Generation","Distillate Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10100501","External Combustion Boilers","Electric Generation","Distillate Oil","Grades 1 and 2 Oil",,,,
"POINT",,,"10100504","External Combustion Boilers","Electric Generation","Distillate Oil","Grade 4 Oil: Normal Firing",,,,
"POINT",,,"10100505","External Combustion Boilers","Electric Generation","Distillate Oil","Grade 4 Oil: Tangential Firing",,,,
"POINT",,,"101006","External Combustion Boilers","Electric Generation","Natural Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10100601","External Combustion Boilers","Electric Generation","Natural Gas","Boilers > 100 Million Btu/hr except Tangential",,,,
"POINT",,,"10100602","External Combustion Boilers","Electric Generation","Natural Gas","Boilers < 100 Million Btu/hr except Tangential",,,,
"POINT",,,"10100604","External Combustion Boilers","Electric Generation","Natural Gas","Tangentially Fired Units",,,,
"POINT",,,"101007","External Combustion Boilers","Electric Generation","Process Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10100701","External Combustion Boilers","Electric Generation","Process Gas","Boilers > 100 Million Btu/hr",,,,
"POINT",,,"10100702","External Combustion Boilers","Electric Generation","Process Gas","Boilers < 100 Million Btu/hr",,,,
"POINT",,,"10100703","External Combustion Boilers","Electric Generation","Process Gas","Petroleum Refinery Gas","6/6/2003",,,
"POINT",,,"10100704","External Combustion Boilers","Electric Generation","Process Gas","Blast Furnace Gas","6/6/2003",,,
"POINT",,,"10100707","External Combustion Boilers","Electric Generation","Process Gas","Coke Oven Gas","6/6/2003",,,
"POINT",,,"10100711","External Combustion Boilers","Electric Generation","Process Gas","Landfill Gas","6/6/2003",,,
"POINT",,,"10100712","External Combustion Boilers","Electric Generation","Process Gas","Digester Gas","6/6/2003",,,
"POINT",,,"101008","External Combustion Boilers","Electric Generation","Petroleum Coke",,,,,"Added 6 Digit SCC"
"POINT",,,"10100801","External Combustion Boilers","Electric Generation","Petroleum Coke","All Boiler Sizes",,2/2/2004 0:00:00,"SCC6-added ""petroleum""",
"POINT",,,"10100818","External Combustion Boilers","Electric Generation","Petroleum Coke","Circulating Fluidized Bed Combustion","2/2/2004",,,
"POINT",,,"101009","External Combustion Boilers","Electric Generation","Wood/Bark Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10100901","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Bark-fired Boiler",,,,
"POINT",,,"10100902","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Wood/Bark Fired Boiler",,,,
"POINT",,,"10100903","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Wood-fired Boiler - Wet Wood (>=20% moisture)",,9/26/2001 0:00:00,"SCC8 - added Wet Wood(20%)",
"POINT",,,"10100908","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Wood-fired Boiler - Dry Wood (<20% moisture)","9/26/2001",,"per AP-42 sect 1.6 5th ed Supp G",
"POINT",,,"10100910","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Fuel cell/Dutch oven boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10100911","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Stoker boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10100912","External Combustion Boilers","Electric Generation","Wood/Bark Waste","Fluidized bed combustion boilers",,,,
"POINT",,,"101010","External Combustion Boilers","Electric Generation","Liquified Petroleum Gas (LPG)",,,,,"Added 6 Digit SCC"
"POINT",,,"10101001","External Combustion Boilers","Electric Generation","Liquified Petroleum Gas (LPG)","Butane",,,,
"POINT",,,"10101002","External Combustion Boilers","Electric Generation","Liquified Petroleum Gas (LPG)","Propane",,,,
"POINT",,,"10101003","External Combustion Boilers","Electric Generation","Liquified Petroleum Gas (LPG)","Butane/Propane Mixture: Specify Percent Butane in Comments",,,,
"POINT",,,"101011","External Combustion Boilers","Electric Generation","Bagasse",,,,,"Added 6 Digit SCC"
"POINT",,,"10101101","External Combustion Boilers","Electric Generation","Bagasse","All Boiler Sizes",,,,
"POINT",,,"101012","External Combustion Boilers","Electric Generation","Solid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10101201","External Combustion Boilers","Electric Generation","Solid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10101202","External Combustion Boilers","Electric Generation","Solid Waste","Refuse Derived Fuel",,,,
"POINT",,,"10101204","External Combustion Boilers","Electric Generation","Solid Waste","Tire Derived Fuel : Shredded","8/9/2002",,,
"POINT",,,"10101205","External Combustion Boilers","Electric Generation","Solid Waste","Sludge Waste","6/6/2003",,,
"POINT",,,"10101206","External Combustion Boilers","Electric Generation","Solid Waste","Agricultural Byproducts (rice or peanut hulls, shells, cow manure, etc","6/6/2003",,,
"POINT",,,"10101207","External Combustion Boilers","Electric Generation","Solid Waste","Other Biomass Solids","6/6/2003",,,
"POINT",,,"10101208","External Combustion Boilers","Electric Generation","Solid Waste","Paper Pellets","6/6/2003",,,
"POINT",,,"101013","External Combustion Boilers","Electric Generation","Liquid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10101301","External Combustion Boilers","Electric Generation","Liquid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10101302","External Combustion Boilers","Electric Generation","Liquid Waste","Waste Oil",,,,
"POINT",,,"10101304","External Combustion Boilers","Electric Generation","Liquid Waste","Black Liquor","6/6/2003",,,
"POINT",,,"10101305","External Combustion Boilers","Electric Generation","Liquid Waste","Red Liquor","6/6/2003",,,
"POINT",,,"10101306","External Combustion Boilers","Electric Generation","Liquid Waste","Spent Sulfite Liquor","6/6/2003",,,
"POINT",,,"10101307","External Combustion Boilers","Electric Generation","Liquid Waste","Tall Oil","6/6/2003",,,
"POINT",,,"10101308","External Combustion Boilers","Electric Generation","Liquid Waste","Wood/Wood Waste Liquid","6/6/2003",,,
"POINT",,,"101015","External Combustion Boilers","Electric Generation","Geothermal Power Plants",,,,,"Added 6 Digit SCC"
"POINT",,,"10101501","External Combustion Boilers","Electric Generation","Geothermal Power Plants","Geothermal Power Plant: Off-gas Ejectors",,,,
"POINT",,,"10101502","External Combustion Boilers","Electric Generation","Geothermal Power Plants","Geothermal Power Plant: Cooling Tower Exhaust",,,,
"POINT",,,"101016","External Combustion Boilers","Electric Generation","Methanol",,,,,"Added 6 Digit SCC"
"POINT",,,"10101601","External Combustion Boilers","Electric Generation","Methanol","All","6/6/2003",,,
"POINT",,,"101018","External Combustion Boilers","Electric Generation","Hydrogen",,,,,"Added 6 Digit SCC"
"POINT",,,"10101801","External Combustion Boilers","Electric Generation","Hydrogen","All","6/6/2003",,,
"POINT",,,"101019","External Combustion Boilers","Electric Generation","Coal-based Synfuel",,,,,"Added 6 Digit SCC"
"POINT",,,"10101901","External Combustion Boilers","Electric Generation","Coal-based Synfuel","All","6/6/2003",,,
"POINT",,,"101020","External Combustion Boilers","Electric Generation","Waste Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10102001","External Combustion Boilers","Electric Generation","Waste Coal","All","6/6/2003",,,
"POINT",,,"10102018","External Combustion Boilers","Electric Generation","Waste Coal","Circulating Fluidized Bed Combustion","2/2/2004",,,
"POINT",,,"101021","External Combustion Boilers","Electric Generation","Other Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10102101","External Combustion Boilers","Electric Generation","Other Oil","All","6/6/2003",,,
"POINT",,,"102","External Combustion Boilers",,,,,,,"Added 3 Digit SCC"
"POINT",,,"102001","External Combustion Boilers","Industrial","Anthracite Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10200101","External Combustion Boilers","Industrial","Anthracite Coal","Pulverized Coal",,,,
"POINT",,,"10200104","External Combustion Boilers","Industrial","Anthracite Coal","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"10200107","External Combustion Boilers","Industrial","Anthracite Coal","Hand-fired",,,,
"POINT",,,"10200117","External Combustion Boilers","Industrial","Anthracite Coal","Fluidized Bed Boiler Burning Anthracite-Culm Fuel",,,,
"POINT",,,"102002","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10200201","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom",,,,
"POINT",,,"10200202","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom",,,,
"POINT",,,"10200203","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Cyclone Furnace",,,,
"POINT",,,"10200204","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Spreader Stoker",,,,
"POINT",,,"10200205","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Overfeed Stoker",,,,
"POINT",,,"10200206","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Underfeed Stoker",,,,
"POINT",,,"10200210","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Overfeed Stoker **",,,,
"POINT",,,"10200212","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Tangential)",,,,
"POINT",,,"10200213","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Wet Slurry",,,,
"POINT",,,"10200217","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)",,,,
"POINT",,,"10200218","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)",,,,
"POINT",,,"10200219","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Cogeneration (Bituminous Coal)",,8/31/2000 0:00:00,"SCC8 - added Bituminous",
"POINT",,,"10200221","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Subbituminous Coal)",,,,
"POINT",,,"10200222","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Subbituminous Coal)",,,,
"POINT",,,"10200223","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Cyclone Furnace (Subbituminous Coal)",,,,
"POINT",,,"10200224","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Spreader Stoker (Subbituminous Coal)",,,,
"POINT",,,"10200225","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Traveling Grate (Overfeed) Stoker (Subbituminous Coal)",,,,
"POINT",,,"10200226","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)",,,,
"POINT",,,"10200229","External Combustion Boilers","Industrial","Bituminous/Subbituminous Coal","Cogeneration (Subbituminous Coal)",,,,
"POINT",,,"102003","External Combustion Boilers","Industrial","Lignite",,,,,"Added 6 Digit SCC"
"POINT",,,"10200300","External Combustion Boilers","Industrial","Lignite","Pulverized Coal: Wet Bottom",,,,
"POINT",,,"10200301","External Combustion Boilers","Industrial","Lignite","Pulverized Coal: Dry Bottom, Wall Fired",,,,
"POINT",,,"10200302","External Combustion Boilers","Industrial","Lignite","Pulverized Coal: Dry Bottom, Tangential Fired",,,,
"POINT",,,"10200303","External Combustion Boilers","Industrial","Lignite","Cyclone Furnace",,,,
"POINT",,,"10200304","External Combustion Boilers","Industrial","Lignite","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"10200306","External Combustion Boilers","Industrial","Lignite","Spreader Stoker",,,,
"POINT",,,"10200307","External Combustion Boilers","Industrial","Lignite","Cogeneration",,,,
"POINT",,,"102004","External Combustion Boilers","Industrial","Residual Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10200401","External Combustion Boilers","Industrial","Residual Oil","Grade 6 Oil",,,,
"POINT",,,"10200402","External Combustion Boilers","Industrial","Residual Oil","10-100 Million Btu/hr **",,,,
"POINT",,,"10200403","External Combustion Boilers","Industrial","Residual Oil","< 10 Million Btu/hr **",,,,
"POINT",,,"10200404","External Combustion Boilers","Industrial","Residual Oil","Grade 5 Oil",,,,
"POINT",,,"10200405","External Combustion Boilers","Industrial","Residual Oil","Cogeneration",,,,
"POINT",,,"102005","External Combustion Boilers","Industrial","Distillate Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10200501","External Combustion Boilers","Industrial","Distillate Oil","Grades 1 and 2 Oil",,,,
"POINT",,,"10200502","External Combustion Boilers","Industrial","Distillate Oil","10-100 Million Btu/hr **",,,,
"POINT",,,"10200503","External Combustion Boilers","Industrial","Distillate Oil","< 10 Million Btu/hr **",,,,
"POINT",,,"10200504","External Combustion Boilers","Industrial","Distillate Oil","Grade 4 Oil",,,,
"POINT",,,"10200505","External Combustion Boilers","Industrial","Distillate Oil","Cogeneration",,,,
"POINT",,,"102006","External Combustion Boilers","Industrial","Natural Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10200601","External Combustion Boilers","Industrial","Natural Gas","> 100 Million Btu/hr",,,,
"POINT",,,"10200602","External Combustion Boilers","Industrial","Natural Gas","10-100 Million Btu/hr",,,,
"POINT",,,"10200603","External Combustion Boilers","Industrial","Natural Gas","< 10 Million Btu/hr",,,,
"POINT",,,"10200604","External Combustion Boilers","Industrial","Natural Gas","Cogeneration",,,,
"POINT",,,"102007","External Combustion Boilers","Industrial","Process Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10200701","External Combustion Boilers","Industrial","Process Gas","Petroleum Refinery Gas",,,,
"POINT",,,"10200704","External Combustion Boilers","Industrial","Process Gas","Blast Furnace Gas",,,,
"POINT",,,"10200707","External Combustion Boilers","Industrial","Process Gas","Coke Oven Gas",,,,
"POINT",,,"10200710","External Combustion Boilers","Industrial","Process Gas","Cogeneration",,,,
"POINT",,,"10200711","External Combustion Boilers","Industrial","Process Gas","Landfill Gas","1/31/2003",,,
"POINT",,,"10200799","External Combustion Boilers","Industrial","Process Gas","Other: Specify in Comments",,,,
"POINT",,,"102008","External Combustion Boilers","Industrial","Petroleum Coke",,,,,"Added 6 Digit SCC"
"POINT",,,"10200802","External Combustion Boilers","Industrial","Petroleum Coke","All Boiler Sizes",,2/2/2004 0:00:00,"SCC6-added ""petroleum""",
"POINT",,,"10200804","External Combustion Boilers","Industrial","Petroleum Coke","Cogeneration",,2/2/2004 0:00:00,"SCC6-added ""petroleum""",
"POINT",,,"102009","External Combustion Boilers","Industrial","Wood/Bark Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10200901","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler",,9/26/2001 0:00:00,"SCC8 - dropped >50K lb Steam",
"POINT",,,"10200902","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler",,9/26/2001 0:00:00,"SCC8 - dropped >50K lb Steam",
"POINT",,,"10200903","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Wet Wood (>=20% moisture)",,9/26/2001 0:00:00,"SCC8 -add Wet Wood,drop <50K stm",
"POINT",,,"10200904","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler (< 50,000 Lb Steam) **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10200905","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler (< 50,000 Lb Steam) **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10200906","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler (< 50,000 Lb Steam) **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10200907","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood Cogeneration",,,,
"POINT",,,"10200908","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Dry Wood (<20% moisture)","9/26/2001",,"per AP-42 sect 1.6 5th ed Supp G",
"POINT",,,"10200910","External Combustion Boilers","Industrial","Wood/Bark Waste","Fuel cell/Dutch oven boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10200911","External Combustion Boilers","Industrial","Wood/Bark Waste","Stoker boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10200912","External Combustion Boilers","Industrial","Wood/Bark Waste","Fluidized bed combustion boiler",,,,
"POINT",,,"102010","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)",,,,,"Added 6 Digit SCC"
"POINT",,,"10201001","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane",,,,
"POINT",,,"10201002","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Propane",,,,
"POINT",,,"10201003","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane/Propane Mixture: Specify Percent Butane in Comments",,,,
"POINT",,,"102011","External Combustion Boilers","Industrial","Bagasse",,,,,"Added 6 Digit SCC"
"POINT",,,"10201101","External Combustion Boilers","Industrial","Bagasse","All Boiler Sizes",,,,
"POINT",,,"102012","External Combustion Boilers","Industrial","Solid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10201201","External Combustion Boilers","Industrial","Solid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10201202","External Combustion Boilers","Industrial","Solid Waste","Refuse Derived Fuel",,,,
"POINT",,,"102013","External Combustion Boilers","Industrial","Liquid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10201301","External Combustion Boilers","Industrial","Liquid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10201302","External Combustion Boilers","Industrial","Liquid Waste","Waste Oil",,,,
"POINT",,,"10201303","External Combustion Boilers","Industrial","Liquid Waste","Salable Animal Fat","8/1/2002",,,
"POINT",,,"102014","External Combustion Boilers","Industrial","CO Boiler",,,,,"Added 6 Digit SCC"
"POINT",,,"10201401","External Combustion Boilers","Industrial","CO Boiler","Natural Gas",,,,
"POINT",,,"10201402","External Combustion Boilers","Industrial","CO Boiler","Process Gas",,,,
"POINT",,,"10201403","External Combustion Boilers","Industrial","CO Boiler","Distillate Oil",,,,
"POINT",,,"10201404","External Combustion Boilers","Industrial","CO Boiler","Residual Oil",,,,
"POINT",,,"102016","External Combustion Boilers","Industrial","Methanol",,,,,"Added 6 Digit SCC"
"POINT",,,"10201601","External Combustion Boilers","Industrial","Methanol","Industrial Boiler",,,,
"POINT",,,"102017","External Combustion Boilers","Industrial","Gasoline",,,,,"Added 6 Digit SCC"
"POINT",,,"10201701","External Combustion Boilers","Industrial","Gasoline","Industrial Boiler",,,,
"POINT",,,"103","External Combustion Boilers",,,,,,,"Added 3 Digit SCC"
"POINT",,,"103001","External Combustion Boilers","Commercial/Institutional","Anthracite Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10300101","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Pulverized Coal",,,,
"POINT",,,"10300102","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"10300103","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Hand-fired",,,,
"POINT",,,"103002","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"10300203","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Cyclone Furnace (Bituminous Coal)",,,,
"POINT",,,"10300205","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Bituminous Coal)",,,,
"POINT",,,"10300206","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Bituminous Coal)",,,,
"POINT",,,"10300207","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker (Bituminous Coal)",,,,
"POINT",,,"10300208","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Underfeed Stoker (Bituminous Coal)",,,,
"POINT",,,"10300209","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Spreader Stoker (Bituminous Coal)",,,,
"POINT",,,"10300211","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker **",,,,
"POINT",,,"10300214","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Hand-fired (Bituminous Coal)",,,,
"POINT",,,"10300216","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)",,,,
"POINT",,,"10300217","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)",,,,
"POINT",,,"10300218","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)",,,,
"POINT",,,"10300221","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Subbituminous Coal)",,,,
"POINT",,,"10300222","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Subbituminous Coal)",,,,
"POINT",,,"10300223","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Cyclone Furnace (Subbituminous Coal)",,,,
"POINT",,,"10300224","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Spreader Stoker (Subbituminous Coal)",,,,
"POINT",,,"10300225","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Traveling Grate (Overfeed) Stoker (Subbituminous Coal)",,,,
"POINT",,,"10300226","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)",,,,
"POINT",,,"103003","External Combustion Boilers","Commercial/Institutional","Lignite",,,,,"Added 6 Digit SCC"
"POINT",,,"10300300","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Wet Bottom",,,,
"POINT",,,"10300305","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Dry Bottom, Wall Fired",,,,
"POINT",,,"10300306","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Dry Bottom, Tangential Fired",,,,
"POINT",,,"10300307","External Combustion Boilers","Commercial/Institutional","Lignite","Traveling Grate (Overfeed) Stoker",,,,
"POINT",,,"10300309","External Combustion Boilers","Commercial/Institutional","Lignite","Spreader Stoker",,,,
"POINT",,,"103004","External Combustion Boilers","Commercial/Institutional","Residual Oil",,,,,"Added 6 Digit SCC"
