"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"POINT",,,"40200706","Petroleum and Solvent Evaporation","Surface Coating Operations","Surface Coating Application - General","Adhesive: Solvent Mixing",,,,
"POINT",,,"40200707","Petroleum and Solvent Evaporation","Surface Coating Operations","Surface Coating Application - General","Adhesive: Solvent Storage",,,,
"POINT",,,"40200710","Petroleum and Solvent Evaporation","Surface Coating Operations","Surface Coating Application - General","Adhesive: General",,,,
"POINT",,,"40200711","Petroleum and Solvent Evaporation","Surface Coating Operations","Surface Coating Application - General","Adhesive: Spray",,,,
"POINT",,,"40200712","Petroleum and Solvent Evaporation","Surface Coating Operations","Surface Coating Application - General","Adhesive: Roll-on",,,,
"POINT",,,"402008","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General",,,,,"Added 6 Digit SCC"
"POINT",,,"40200801","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","General",,,,
"POINT",,,"40200802","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Dried < 175F **",,,,
"POINT",,,"40200803","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Baked > 175F **",,,,
"POINT",,,"40200810","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","General",,,,
"POINT",,,"40200820","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Prime/Base Coat Oven",,,,
"POINT",,,"40200830","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Topcoat Oven",,,,
"POINT",,,"40200840","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Two Piece Can Curing Ovens: General (Includes Codes 41, 42, and 43)",,,,
"POINT",,,"40200841","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Two Piece Can Base Coat Oven",,,,
"POINT",,,"40200842","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Two Piece Can Over Varnish Oven",,,,
"POINT",,,"40200843","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Two Piece Can Interior Body Coat Oven",,,,
"POINT",,,"40200845","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Three Piece Can Curing Ovens (Includes Codes 46, 47, 48, and 49)",,,,
"POINT",,,"40200846","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Three Piece Can Sheet Base Coat (Interior) Oven",,,,
"POINT",,,"40200847","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Three Piece Can Sheet Base Coat (Exterior) Oven",,,,
"POINT",,,"40200848","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Three Piece Can Sheet Lithographic Coating Oven",,,,
"POINT",,,"40200849","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Three Piece Can Interior Body Coat Oven",,,,
"POINT",,,"40200855","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Filler Oven",,,,
"POINT",,,"40200856","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Sealer Oven",,,,
"POINT",,,"40200861","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Single Coat Application: Oven",,,,
"POINT",,,"40200870","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Color Coat Oven",,,,
"POINT",,,"40200871","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","Topcoat/Texture Coat Oven",,,,
"POINT",,,"40200872","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","EMI/RFI Shielding Coat Oven",,,,
"POINT",,,"40200898","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","General",,,,
"POINT",,,"40200899","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven - General","See Comment **",,,,
"POINT",,,"402009","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General",,,,,"Added 6 Digit SCC"
"POINT",,,"40200901","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","General: Specify in Comments",,,,
"POINT",,,"40200902","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Acetone",,,,
"POINT",,,"40200903","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Butyl Acetate",,,,
"POINT",,,"40200904","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Butyl Alcohol",,,,
"POINT",,,"40200905","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Carbitol",,,,
"POINT",,,"40200906","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Cellosolve",,,,
"POINT",,,"40200907","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Cellosolve Acetate",,,,
"POINT",,,"40200908","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Dimethyl Formamide",,,,
"POINT",,,"40200909","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Ethyl Acetate",,,,
"POINT",,,"40200910","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Ethyl Alcohol",,,,
"POINT",,,"40200911","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Gasoline",,,,
"POINT",,,"40200912","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Isopropyl Alcohol",,,,
"POINT",,,"40200913","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Isopropyl Acetate",,,,
"POINT",,,"40200914","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Kerosene",,,,
"POINT",,,"40200915","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Lactol Spirits",,,,
"POINT",,,"40200916","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Methyl Acetate",,,,
"POINT",,,"40200917","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Methyl Alcohol",,,,
"POINT",,,"40200918","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Methyl Ethyl Ketone",,,,
"POINT",,,"40200919","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Methyl Isobutyl Ketone",,,,
"POINT",,,"40200920","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Mineral Spirits",,,,
"POINT",,,"40200921","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Naphtha",,,,
"POINT",,,"40200922","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Toluene",,,,
"POINT",,,"40200923","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Varsol",,,,
"POINT",,,"40200924","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Xylene",,,,
"POINT",,,"40200925","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Benzene",,,,
"POINT",,,"40200926","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Turpentine",,,,
"POINT",,,"40200927","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Hexylene Glycol",,,,
"POINT",,,"40200928","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Ethylene Oxide",,,,
"POINT",,,"40200929","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","1,1,1-Trichloroethane (Methyl Chloroform)",,,,
"POINT",,,"40200930","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Methylene Chloride",,,,
"POINT",,,"40200931","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","Perchloroethylene",,,,
"POINT",,,"40200998","Petroleum and Solvent Evaporation","Surface Coating Operations","Thinning Solvents - General","General: Specify in Comments",,,,
"POINT",,,"402010","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven Heater",,,,,"Added 6 Digit SCC"
"POINT",,,"40201001","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven Heater","Natural Gas",,,,
"POINT",,,"40201002","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven Heater","Distillate Oil",,,,
"POINT",,,"40201003","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven Heater","Residual Oil",,,,
"POINT",,,"40201004","Petroleum and Solvent Evaporation","Surface Coating Operations","Coating Oven Heater","Liquified Petroleum Gas (LPG)",,,,
"POINT",,,"402011","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing",,,,,"Added 6 Digit SCC"
"POINT",,,"40201101","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Coating Operation (Also See Specific Coating Method Codes 4-02-04X)",,,,
"POINT",,,"40201103","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Coating Mixing (Also See Specific Coating Method Codes 4-02-04X)",,,,
"POINT",,,"40201104","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Coating Storage (Also See Specific Coating Method Codes 4-02-04X)",,,,
"POINT",,,"40201105","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Equipment Cleanup:Fabric Coating(Also Spec Coat Method Codes 4-02-04X)",,,,
"POINT",,,"40201111","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Roller (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201112","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Roller (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201113","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Rotary Screen (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201114","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Rotary Screen (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201115","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Flat Screen (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201116","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Printing: Flat Screen (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201121","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Print:Dryer: Steam Coil (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"40201122","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Fabric Print:Dryer: Fuel-fired (Also See New Codes Under 4-02-040- XX)",,,,
"POINT",,,"40201197","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Misc. Fugitives: Specify in Comments (Also New Codes 4-02-040-XX)",,,,
"POINT",,,"40201198","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Misc. Fugitives: Specify in Comments (Also New Codes 4-02-040-XX)",,,,
"POINT",,,"40201199","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Coating/Printing","Other Not Classified (Also See New Codes Under 4-02-040-XX)",,,,
"POINT",,,"402012","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Dyeing",,,,,"Added 6 Digit SCC"
"POINT",,,"40201201","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Dyeing","Dye Application: General (Also See New Codes Under 4-02-060-XX)",,,,
"POINT",,,"40201210","Petroleum and Solvent Evaporation","Surface Coating Operations","Fabric Dyeing","Dye Application: General (Also See New Codes Under 4-02-060-XX)",,,,
"POINT",,,"402013","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating",,,,,"Added 6 Digit SCC"
"POINT",,,"40201301","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Operation",,,,
"POINT",,,"40201303","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Mixing",,,,
"POINT",,,"40201304","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Storage",,,,
"POINT",,,"40201305","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Equipment Cleanup",,,,
"POINT",,,"40201310","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Application: Knife Coater",,,,
"POINT",,,"40201320","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Application: Reverse Roll Coater",,,,
"POINT",,,"40201330","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Coating Application: Rotogravure Printer",,,,
"POINT",,,"40201399","Petroleum and Solvent Evaporation","Surface Coating Operations","Paper Coating","Other Not Classified",,,,
"POINT",,,"402014","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances",,,,,"Added 6 Digit SCC"
"POINT",,,"40201401","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Coating Operation",,,,
"POINT",,,"40201402","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Cleaning/Pretreatment",,,,
"POINT",,,"40201403","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Coating Mixing",,,,
"POINT",,,"40201404","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Coating Storage",,,,
"POINT",,,"40201405","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Equipment Cleanup",,,,
"POINT",,,"40201406","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Topcoat Spray",,,,
"POINT",,,"40201410","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Coat Flashoff",,,,
"POINT",,,"40201411","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Topcoat Flashoff",,,,
"POINT",,,"40201431","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Coating Line: General",,,,
"POINT",,,"40201432","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Air Spray",,,,
"POINT",,,"40201433","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Electrostatic Spray",,,,
"POINT",,,"40201434","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Flow Coat",,,,
"POINT",,,"40201435","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Dip Coat",,,,
"POINT",,,"40201436","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Prime Electro-deposition",,,,
"POINT",,,"40201437","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Top Air Spray",,,,
"POINT",,,"40201438","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Top Electrostatic Spray",,,,
"POINT",,,"40201499","Petroleum and Solvent Evaporation","Surface Coating Operations","Large Appliances","Other Not Classified",,,,
"POINT",,,"402015","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating",,,,,"Added 6 Digit SCC"
"POINT",,,"40201501","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Coating/Application/Curing",,,,
"POINT",,,"40201502","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Cleaning/Pretreatment",,,,
"POINT",,,"40201503","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Coating Mixing",,,,
"POINT",,,"40201504","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Coating Storage",,,,
"POINT",,,"40201505","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Equipment Cleanup",,,,
"POINT",,,"40201531","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Coating Line: General",,,,
"POINT",,,"40201599","Petroleum and Solvent Evaporation","Surface Coating Operations","Magnet Wire Surface Coating","Other Not Classified",,,,
"POINT",,,"402016","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks",,,,,"Added 6 Digit SCC"
"POINT",,,"40201601","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Application/Electo-deposition/Dip/Spray",,,,
"POINT",,,"40201602","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Cleaning/Pretreatment",,,,
"POINT",,,"40201603","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Coating Mixing",,,,
"POINT",,,"40201604","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Coating Storage",,,,
"POINT",,,"40201605","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Equipment Cleanup",,,,
"POINT",,,"40201606","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Topcoat Operation",,,,
"POINT",,,"40201607","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Sealers",,,,
"POINT",,,"40201608","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Deadeners",,,,
"POINT",,,"40201609","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Anti-corrosion Priming",,,,
"POINT",,,"40201619","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Surfacing Operation",,,,
"POINT",,,"40201620","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Repair Topcoat Application Area",,,,
"POINT",,,"40201621","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Coating: Solvent-borne - Automobiles",,,,
"POINT",,,"40201622","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Coating: Electro-deposition - Automobiles",,,,
"POINT",,,"40201623","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Guide Coating: Solvent-borne - Automobiles",,,,
"POINT",,,"40201624","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Guide Coating: Water-borne - Automobiles",,,,
"POINT",,,"40201625","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Topcoat: Solvent-borne - Automobiles",,,,
"POINT",,,"40201626","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Topcoat: Water-borne - Automobiles",,,,
"POINT",,,"40201627","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Coating: Solvent-borne - Light Trucks",,,,
"POINT",,,"40201628","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Prime Coating: Electro-deposition - Light Trucks",,,,
"POINT",,,"40201629","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Guide Coating: Solvent-borne - Light Trucks",,,,
"POINT",,,"40201630","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Guide Coating: Water-borne - Light Trucks",,,,
"POINT",,,"40201631","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Topcoat: Solvent-borne - Light Trucks",,,,
"POINT",,,"40201632","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Topcoat: Water-borne - Light Trucks",,,,
"POINT",,,"40201699","Petroleum and Solvent Evaporation","Surface Coating Operations","Automobiles and Light Trucks","Other Not Classified",,,,
"POINT",,,"402017","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating",,,,,"Added 6 Digit SCC"
"POINT",,,"40201702","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Cleaning/Pretreatment",,,,
"POINT",,,"40201703","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Coating Mixing",,,,
"POINT",,,"40201704","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Coating Storage",,,,
"POINT",,,"40201705","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Equipment Cleanup",,,,
"POINT",,,"40201706","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Solvent Storage",,,,
"POINT",,,"40201721","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Two Piece Exterior Base Coating",,,,
"POINT",,,"40201722","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Interior Spray Coating",,,,
"POINT",,,"40201723","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Sheet Base Coating (Interior)",,,,
"POINT",,,"40201724","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Sheet Base Coating (Exterior)",,,,
"POINT",,,"40201725","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Side Seam Spray Coating",,,,
"POINT",,,"40201726","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","End Sealing Compound (Also See 4-02-017-36 & -37)",,,,
"POINT",,,"40201727","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Lithography",,,,
"POINT",,,"40201728","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Over Varnish",,,,
"POINT",,,"40201729","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Exterior End Coating",,,,
"POINT",,,"40201731","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three-piece Can Sheet Base Coating",,,,
"POINT",,,"40201732","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three-piece Can Sheet Lithographic Coating Line",,,,
"POINT",,,"40201733","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three-piece Can-side Seam Spray Coating",,,,
"POINT",,,"40201734","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three-piece Can Interior Body Spray Coat",,,,
"POINT",,,"40201735","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Two-piece Can Coating Line",,,,
"POINT",,,"40201736","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Two-piece Can End Sealing Compound",,,,
"POINT",,,"40201737","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three Piece Can End Sealing Compound",,,,
"POINT",,,"40201738","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Two Piece Can Lithographic Coating Line",,,,
"POINT",,,"40201739","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Three Piece Can Coating Line (All Coating Solvent Emission Points)",,,,
"POINT",,,"40201799","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Can Coating","Other Not Classified",,,,
"POINT",,,"402018","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating",,,,,"Added 6 Digit SCC"
"POINT",,,"40201801","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Prime Coating Application",,,,
"POINT",,,"40201802","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Cleaning/Pretreatment",,,,
"POINT",,,"40201803","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Solvent Mixing",,,,
"POINT",,,"40201804","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Solvent Storage (Use 4-07-004-01 thru 4-07-999-98 if possible)",,,,
"POINT",,,"40201805","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Equipment Cleanup",,,,
"POINT",,,"40201806","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Finish Coating",,,,
"POINT",,,"40201807","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Coating Storage",,,,
"POINT",,,"40201899","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Coil Coating","Other Not Classified",,,,
"POINT",,,"402019","Petroleum and Solvent Evaporation","Surface Coating Operations","Wood Furniture Surface Coating",,,,,"Added 6 Digit SCC"
"POINT",,,"40201901","Petroleum and Solvent Evaporation","Surface Coating Operations","Wood Furniture Surface Coating","Coating Operation",,,,
"POINT",,,"40201903","Petroleum and Solvent Evaporation","Surface Coating Operations","Wood Furniture Surface Coating","Coating Mixing",,,,
"POINT",,,"40201904","Petroleum and Solvent Evaporation","Surface Coating Operations","Wood Furniture Surface Coating","Coating Storage",,,,
"POINT",,,"40201999","Petroleum and Solvent Evaporation","Surface Coating Operations","Wood Furniture Surface Coating","Other Not Classified",,,,
"POINT",,,"402020","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations",,,,,"Added 6 Digit SCC"
"POINT",,,"40202001","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Coating Operation",,,,
"POINT",,,"40202002","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Cleaning/Pretreatment",,,,
"POINT",,,"40202003","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Coating Mixing",,,,
"POINT",,,"40202004","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Coating Storage",,,,
"POINT",,,"40202005","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Equipment Cleanup",,,,
"POINT",,,"40202010","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application",,,,
"POINT",,,"40202011","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application: Spray, High Solids",,,,
"POINT",,,"40202012","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application: Spray, Water-borne",,,,
"POINT",,,"40202013","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application: Dip",,,,
"POINT",,,"40202014","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application: Flow Coat",,,,
"POINT",,,"40202015","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Prime Coat Application: Flashoff",,,,
"POINT",,,"40202020","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application",,,,
"POINT",,,"40202021","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application: Spray, High Solids",,,,
"POINT",,,"40202022","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application: Spray, Water-borne",,,,
"POINT",,,"40202023","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application: Dip",,,,
"POINT",,,"40202024","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application: Flow Coat",,,,
"POINT",,,"40202025","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Topcoat Application: Flashoff",,,,
"POINT",,,"40202031","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Single Spray Line: General",,,,
"POINT",,,"40202032","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Spray Dip Line: General ** (Use 4-02-020-37)",,,,
"POINT",,,"40202033","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Spray High Solids Coating ** (Use 4-02-020-35)",,,,
"POINT",,,"40202034","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Spray Water-borne Coating ** (Use 4-02-020-36)",,,,
"POINT",,,"40202035","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Single Coat Application: Spray, High Solids",,,,
"POINT",,,"40202036","Petroleum and Solvent Evaporation","Surface Coating Operations","Metal Furniture Operations","Single Coat Application: Spray, Water-borne",,,,
